"case","biden_therm","trump_therm","age","race6","income","lostjob","econperc","pid7","abortion","female","religion"
433129,100,0,40,1,15,0,0,1,7,"not_female","Not religious"
433136,0,100,47,1,22,0,0.5,6,1,"not_female","Other Christian"
433143,60,0,44,1,18,1,0.25,2,4,"not_female","Other Christian"
433150,0,85,66,1,14,1,0,6,7,"female","Mainline Protestant"
433167,50,40,76,1,5,0,0.5,1,4,"not_female","Roman Catholic"
433174,50,70,67,1,17,0,1,1,4,"not_female","Roman Catholic"
433181,50,50,NA,5,5,0,0,3,1,"female","Undifferentiated Protestant"
433242,70,0,68,1,20,0,0,2,6,"not_female","Mainline Protestant"
433327,100,0,76,3,17,0,0,0,4,"female","Roman Catholic"
433341,85,15,64,3,4,1,0.25,5,1,"female","Evangelical Protestant"
433358,60,15,29,1,4,0,0,2,7,"female","Other Christian"
433365,70,15,44,3,13,0,0,3,4,"not_female","Not religious"
433402,40,60,36,1,7,1,0.25,3,2,"female","Undifferentiated Protestant"
433433,0,10,52,1,1,0,0,6,1,"female","Undifferentiated Protestant"
433464,40,0,33,3,22,0,0,1,6,"not_female","Roman Catholic"
433495,NA,NA,51,1,5,NA,0.5,5,4,"female","Not religious"
433549,30,70,25,3,1,0,1,0,6,"female","Not religious"
433594,15,85,66,1,10,0,0,5,4,"female","Undifferentiated Protestant"
433600,90,0,38,2,20,0,0,0,7,"not_female","Other Christian"
433617,15,85,42,3,18,1,0.75,5,2,"not_female","Roman Catholic"
433624,0,100,65,1,5,0,1,6,1,"not_female","Mainline Protestant"
433648,NA,NA,55,1,13,0,NA,NA,NA,"female",NA
433655,60,0,20,1,1,1,0.25,2,6,"female","Evangelical Protestant"
433662,30,85,75,1,18,0,0.5,3,4,"not_female","Mainline Protestant"
433686,15,0,26,2,2,1,0,2,7,"female","Not religious"
433693,50,100,36,1,16,0,1,4,1,"female","Undifferentiated Protestant"
433730,50,60,34,6,6,1,0,1,7,"female","Not religious"
433747,75,0,39,1,14,0,0.25,1,3,"female","Roman Catholic"
433785,0,100,21,3,14,0,1,6,7,"female","Other Christian"
433792,85,15,38,1,19,1,0.25,0,6,"female","Not religious"
433808,70,0,34,1,3,0,0.25,0,7,"not_female","Not religious"
433815,70,0,67,1,19,1,0.25,1,6,"not_female","Not religious"
433839,NA,NA,63,5,7,0,0.75,3,4,"not_female","Other religion"
433846,NA,NA,41,2,1,1,0,5,6,"not_female","Evangelical Protestant"
433853,70,15,75,1,5,1,0,2,3,"not_female","Evangelical Protestant"
433860,100,0,68,1,17,0,0,0,7,"female","Not religious"
433938,85,0,73,1,5,0,0,0,1,"female","Roman Catholic"
433945,NA,NA,20,3,4,0,0.75,3,4,"not_female","Evangelical Protestant"
433952,70,0,31,1,7,1,0,1,7,"female","Not religious"
434016,NA,0,34,6,12,1,0,2,7,"female","Not religious"
434030,0,100,32,3,8,1,0.75,6,6,"female","Evangelical Protestant"
434047,40,30,50,4,20,1,0.25,3,4,"female","Not religious"
434078,60,0,NA,1,7,1,0.25,3,7,"female","Evangelical Protestant"
434108,0,100,33,3,16,1,0.5,6,2,"not_female","Other Christian"
434122,15,90,65,1,10,0,1,6,1,"female","Evangelical Protestant"
434146,0,85,71,1,14,0,0.25,6,6,"female","Mainline Protestant"
434160,40,70,34,1,17,0,0.5,5,4,"not_female","Roman Catholic"
434177,NA,85,54,1,8,1,0.25,1,5,"not_female","Evangelical Protestant"
434207,70,15,66,1,1,0,0,6,4,"female","Mainline Protestant"
434214,30,40,44,1,4,0,0.75,3,4,"not_female","Roman Catholic"
434245,0,100,52,1,4,0,0.75,6,2,"not_female","Not religious"
434269,85,0,70,2,2,1,0,0,7,"female","Evangelical Protestant"
434283,0,85,34,1,8,0,0.5,1,4,"female","Undifferentiated Protestant"
434337,0,100,43,1,10,1,0.5,5,6,"not_female","Undifferentiated Protestant"
434399,50,0,36,3,1,0,0.25,3,6,"female","Roman Catholic"
434436,50,15,58,1,16,1,0,3,4,"not_female","Undifferentiated Protestant"
434450,0,70,NA,4,3,0,0.5,1,4,"female","Other Christian"
434474,40,0,75,1,9,0,0,1,4,"female","Roman Catholic"
434481,50,85,53,1,3,1,0.5,3,4,"female","Mainline Protestant"
434535,85,30,65,3,6,0,0.25,0,6,"not_female","Evangelical Protestant"
434542,60,0,52,2,18,0,0.5,1,7,"female","Other Christian"
434566,70,0,35,1,16,0,0,1,7,"not_female","Not religious"
434597,0,100,63,1,8,0,1,6,4,"not_female","Not religious"
434658,0,60,28,1,8,1,0.25,4,1,"not_female","Undifferentiated Protestant"
434696,40,60,33,1,9,1,0.25,3,5,"not_female","Undifferentiated Protestant"
434740,0,100,57,1,6,1,0.5,6,4,"female","Not religious"
434757,50,15,65,1,1,0,0,3,7,"female","Undifferentiated Protestant"
434764,0,100,65,3,2,NA,0.5,5,7,"female","Mainline Protestant"
434771,70,0,48,1,1,1,0,2,7,"female","Other religion"
434788,70,0,25,2,14,0,0.5,2,4,"female","Other Christian"
434818,0,85,64,1,9,1,0,6,4,"female","Roman Catholic"
434825,85,0,80,1,19,1,0,0,7,"not_female","Roman Catholic"
434832,100,85,49,2,1,NA,0.5,1,1,"female","Evangelical Protestant"
434856,80,0,67,1,18,1,0,0,7,"not_female","Not religious"
434900,70,15,59,1,20,1,0,2,4,"not_female","Roman Catholic"
434924,0,60,39,1,20,0,0.5,6,6,"not_female","Not religious"
434931,85,0,61,1,6,1,0.5,2,7,"female","Not religious"
434955,0,0,40,1,16,1,0,3,7,"female","Not religious"
434962,70,30,52,1,4,1,0,5,4,"female","Mainline Protestant"
434979,100,0,46,1,22,0,0.5,1,5,"not_female","Not religious"
434986,15,100,51,1,15,1,1,6,6,"female","Evangelical Protestant"
434993,85,0,NA,1,11,1,0.5,0,7,"female","Undifferentiated Protestant"
435026,0,85,63,1,8,0,0.75,6,1,"not_female","Undifferentiated Protestant"
435040,0,100,31,3,17,1,1,5,3,"not_female","Roman Catholic"
435071,15,100,80,1,10,0,0.75,6,1,"female","Evangelical Protestant"
435101,0,100,80,3,6,0,1,6,4,"female","Other Christian"
435125,85,0,51,1,11,0,0.25,0,7,"female","Mainline Protestant"
435194,60,0,59,1,10,0,0.5,3,4,"female","Other Christian"
435200,100,0,55,3,17,1,0,0,4,"female","Other Christian"
435231,0,100,29,1,15,0,0.75,6,4,"female","Mainline Protestant"
435323,50,0,20,2,7,1,0.5,2,7,"female","Other Christian"
435330,50,70,80,4,1,0,0.5,0,7,"not_female","Not religious"
435460,50,60,47,1,18,0,0.75,5,4,"not_female","Roman Catholic"
435491,60,15,28,1,10,0,0,0,7,"female","Not religious"
435507,0,85,48,1,15,1,1,6,1,"not_female","Evangelical Protestant"
435514,100,0,63,2,9,1,0,0,1,"not_female","Evangelical Protestant"
435538,0,85,33,1,15,0,0.75,4,5,"female","Not religious"
435552,85,15,55,1,20,0,0.5,0,7,"female","Mainline Protestant"
435576,60,0,29,1,19,0,0.25,2,7,"female","Undifferentiated Protestant"
435613,15,100,51,5,10,1,1,6,4,"not_female","Mainline Protestant"
435620,60,15,38,3,20,0,0.25,5,3,"female","Mainline Protestant"
435637,60,70,NA,3,20,1,0.75,6,7,"female","Other Christian"
435644,NA,NA,80,1,6,0,1,6,2,"female","Evangelical Protestant"
435736,40,40,34,1,15,1,0,5,4,"not_female","Roman Catholic"
435859,60,30,43,1,11,1,0.75,1,4,"not_female","Not religious"
435866,60,0,41,1,19,1,0,5,4,"not_female","Not religious"
435873,40,70,51,1,20,1,0,4,4,"not_female","Roman Catholic"
435880,0,100,58,1,3,1,0.25,6,4,"not_female","Undifferentiated Protestant"
435941,70,0,35,2,NA,0,0,3,4,"female","Not religious"
435958,40,60,55,1,20,1,0.75,5,2,"female","Other Christian"
435965,70,0,35,3,7,1,0,0,7,"female","Mainline Protestant"
435972,1,0,38,3,1,1,0,2,7,"female","Not religious"
436036,80,0,39,1,18,1,0.5,2,6,"female","Undifferentiated Protestant"
436043,0,100,39,3,16,0,0,6,7,"female","Jewish"
436050,100,0,60,1,21,0,0,0,7,"not_female","Not religious"
436067,50,85,56,3,NA,1,0.25,6,2,"female","Evangelical Protestant"
436074,60,15,60,3,4,0,0.25,1,7,"female","Other Christian"
436159,85,NA,NA,NA,3,NA,0.25,NA,NA,NA,"Evangelical Protestant"
436166,75,0,32,4,17,1,0.25,1,7,"female","Other Christian"
436241,70,0,24,1,15,1,1,1,4,"female","Other Christian"
436289,50,30,42,1,14,1,0,3,4,"female","Not religious"
436296,85,15,72,1,20,0,0,5,7,"not_female","Evangelical Protestant"
436302,50,15,35,3,10,1,0.25,1,5,"female","Evangelical Protestant"
436333,15,85,NA,NA,NA,NA,0.5,6,1,NA,"Undifferentiated Protestant"
436357,85,15,30,2,1,0,0,0,4,"female","Evangelical Protestant"
436418,0,100,60,1,21,0,1,6,4,"female","Evangelical Protestant"
436524,100,0,71,1,14,0,0,0,4,"not_female","Roman Catholic"
436531,60,0,63,1,8,0,0,1,7,"not_female","Other Christian"
436579,0,60,33,1,13,1,0.75,5,4,"female","Roman Catholic"
436609,0,100,27,1,1,0,1,6,1,"female","Mainline Protestant"
436678,0,100,44,1,16,0,1,6,4,"female","Roman Catholic"
436708,85,0,62,1,1,0,0,0,7,"not_female","Not religious"
436753,0,100,80,1,6,0,1,6,2,"not_female","Evangelical Protestant"
436784,100,0,63,2,1,0,0,2,6,"not_female","Evangelical Protestant"
436814,0,70,43,1,15,0,0.75,6,4,"female","Evangelical Protestant"
436821,0,100,78,1,11,0,1,6,1,"not_female","Evangelical Protestant"
436883,0,100,73,1,15,1,0.75,6,4,"not_female","Undifferentiated Protestant"
436906,85,0,18,4,20,1,0.5,0,7,"not_female","Mainline Protestant"
436920,60,0,31,1,15,0,0.5,1,7,"female","Roman Catholic"
436937,70,15,19,3,4,1,0.5,0,7,"female","Not religious"
436975,0,100,70,1,3,0,0.75,6,1,"not_female","Undifferentiated Protestant"
437008,30,30,35,1,10,1,0.75,5,4,"female","Not religious"
437039,85,0,74,1,5,0,0.25,0,7,"female","Mainline Protestant"
437077,0,85,37,1,3,1,0.75,6,1,"not_female","Jewish"
437107,70,30,37,3,6,1,0,1,4,"female","Other Christian"
437121,100,0,73,1,NA,1,1,2,7,"not_female","Not religious"
437145,50,60,57,1,19,0,0.5,3,4,"not_female","Roman Catholic"
437169,30,0,21,3,18,1,0,3,7,"female","Not religious"
437183,15,40,29,3,6,1,0.5,4,6,"not_female","Roman Catholic"
437190,0,100,52,1,7,0,1,6,2,"female","Other Christian"
437237,NA,NA,33,1,18,1,0.25,5,6,"not_female","Roman Catholic"
437299,40,70,40,1,17,1,0.75,3,4,"not_female","Roman Catholic"
437374,NA,NA,80,1,10,0,0.5,0,6,"not_female","Not religious"
437398,70,0,30,4,20,1,0.25,2,7,"female","Other religion"
437435,70,0,29,1,15,1,0,0,4,"female","Evangelical Protestant"
437459,15,70,40,1,22,0,0.75,5,4,"not_female","Roman Catholic"
437473,90,0,74,1,19,0,0.25,0,6,"female","Mainline Protestant"
437480,12,0,25,1,1,1,0,1,7,"not_female","Not religious"
437497,0,100,64,1,20,0,0.75,6,2,"not_female","Roman Catholic"
437527,73,0,50,1,21,1,0,1,7,"female","Not religious"
437541,70,0,48,2,15,1,0.25,1,4,"not_female","Other Christian"
437572,0,70,25,2,1,0,0,4,4,"female","Evangelical Protestant"
437596,85,60,80,1,2,1,1,3,1,"female","Roman Catholic"
437657,40,70,60,2,5,0,0,6,4,"female","Evangelical Protestant"
437688,50,70,72,1,2,0,0.5,6,4,"not_female","Black Protestant"
437718,100,0,69,2,NA,0,0.5,0,7,"not_female","Undifferentiated Protestant"
437749,NA,NA,19,5,1,1,0.25,3,4,"female","Black Protestant"
437763,95,0,80,1,5,1,0,0,7,"female","Roman Catholic"
437947,NA,NA,49,2,19,1,0.25,2,4,"not_female","Not religious"
437954,15,75,54,4,21,1,0.25,6,1,"not_female","Undifferentiated Protestant"
437961,85,0,46,1,7,1,0.25,1,7,"female","Not religious"
437985,70,25,80,1,14,0,0,0,1,"female","Mainline Protestant"
437992,50,50,29,1,17,0,0.75,3,6,"female","Other Christian"
438025,15,85,27,1,3,0,0.75,3,4,NA,"Evangelical Protestant"
438032,70,0,23,3,1,1,0.75,3,5,"female","Roman Catholic"
438049,0,100,NA,4,13,1,1,6,1,"not_female","Other Christian"
438056,50,0,NA,1,15,0,0.5,3,2,"female","Undifferentiated Protestant"
438087,15,100,77,1,9,0,0.5,6,1,"female","Undifferentiated Protestant"
438131,60,15,68,1,3,1,1,4,5,"not_female","Roman Catholic"
438148,0,85,77,1,15,0,0.25,4,1,"female","Other Christian"
438162,0,100,80,1,13,0,0.25,6,3,"female","Evangelical Protestant"
438186,0,100,68,1,11,0,0.5,6,2,"female","Mainline Protestant"
438254,85,0,73,1,21,1,0.25,1,7,"not_female","Not religious"
438261,60,0,36,3,15,1,0,2,7,"female","Not religious"
438308,15,65,26,1,9,1,1,4,4,"not_female","Evangelical Protestant"
438322,30,70,46,5,18,1,0.25,5,3,"female","Evangelical Protestant"
438339,0,70,55,1,13,0,0.25,4,4,"female","Other Christian"
438346,2,98,35,1,15,0,0.75,4,4,"not_female","Not religious"
438353,60,0,41,1,18,1,0.25,2,6,"female","Other Christian"
438384,60,0,26,2,7,1,0.75,0,7,"female","Other Christian"
438414,70,0,NA,1,22,0,0,2,7,"female","Roman Catholic"
438421,60,70,65,NA,14,1,0.25,5,1,"not_female","Other Christian"
438476,0,85,80,1,5,0,0.5,6,2,"female","Evangelical Protestant"
438490,1,0,59,4,10,0,0,2,7,"not_female","Not religious"
438506,75,0,58,1,22,1,0,3,6,"not_female","Other Christian"
438513,50,100,45,1,16,0,0.5,4,3,"not_female","Roman Catholic"
438551,100,0,NA,1,10,1,0,0,7,NA,"Roman Catholic"
438568,100,0,53,2,10,1,0,0,1,"not_female","Black Protestant"
438575,80,0,NA,1,22,0,0,3,NA,"not_female","Other Christian"
438599,85,0,41,1,17,1,0,0,7,"female","Roman Catholic"
438629,65,0,34,1,6,1,0,0,7,"not_female","Not religious"
438636,85,15,36,3,22,0,0,0,4,"female","Roman Catholic"
438650,40,40,NA,1,17,0,0.5,6,6,"female","Not religious"
438735,15,70,69,1,12,1,0.75,5,3,"female","Mainline Protestant"
438742,100,NA,29,3,9,0,0.25,0,7,"female","Not religious"
438766,40,60,30,1,18,1,0.5,4,4,"not_female","Mainline Protestant"
438834,30,15,66,1,3,0,0.5,4,4,"not_female","Evangelical Protestant"
438872,85,0,75,1,10,1,0.5,0,7,"not_female","Jewish"
438889,70,40,69,2,16,0,0,0,4,"not_female",NA
438933,15,70,73,1,8,0,0.25,4,4,"not_female","Evangelical Protestant"
438940,85,0,52,2,1,0,0.25,0,4,"female","Black Protestant"
438957,50,80,32,1,1,0,0.25,5,7,"female","Mainline Protestant"
438995,55,95,76,1,10,0,1,6,1,"not_female","Evangelical Protestant"
439004,0,85,55,1,14,1,0.25,6,1,"female","Other Christian"
439028,60,85,80,5,1,0,0.25,6,1,"female","Evangelical Protestant"
439042,0,100,28,1,3,1,0,6,2,"female","Mainline Protestant"
439059,60,0,49,3,NA,1,0,0,7,"not_female","Not religious"
439073,0,90,52,1,19,1,1,6,4,"not_female","Undifferentiated Protestant"
439097,70,0,68,1,7,1,0.75,5,4,"female","Roman Catholic"
439127,100,0,19,1,18,0,0,5,7,"female","Mainline Protestant"
439141,40,80,80,6,6,1,0.5,3,6,"not_female","Mainline Protestant"
439158,50,30,51,4,16,1,0.25,0,4,"not_female","Roman Catholic"
439165,40,85,77,1,9,0,0.5,6,1,"female","Evangelical Protestant"
439219,15,70,64,1,1,0,0,3,2,"not_female","Other Christian"
439226,0,99,65,1,3,1,0.75,6,5,"not_female","Evangelical Protestant"
439257,0,100,33,1,1,0,1,6,2,"female","Mainline Protestant"
439301,85,0,30,1,20,0,0,0,7,"female","Not religious"
439325,0,85,38,1,11,0,1,6,4,"female",NA
439332,55,55,66,1,8,0,0.5,0,6,"not_female","Jewish"
439349,30,60,20,1,22,0,0.75,5,1,"female","Other Christian"
439387,0,85,80,1,9,0,0.5,6,1,"female","Evangelical Protestant"
439417,0,NA,72,1,15,0,1,6,1,"female","Roman Catholic"
439455,70,0,67,1,17,0,0.5,2,2,"female","Roman Catholic"
439462,0,100,48,1,21,0,1,6,1,"female","Evangelical Protestant"
439509,50,0,21,6,22,1,0.25,1,7,"not_female","Not religious"
439516,40,85,78,5,16,1,0,4,6,"not_female","Undifferentiated Protestant"
439530,0,60,34,1,1,0,0.75,5,1,"female","Roman Catholic"
439547,0,85,80,1,5,0,0.75,6,4,"female","Mainline Protestant"
439561,60,40,34,6,5,1,0,1,2,"female","Evangelical Protestant"
439585,30,100,41,1,17,1,0,6,1,"female","Evangelical Protestant"
439608,85,0,73,1,6,1,0,2,1,"female","Not religious"
439646,100,0,38,3,9,1,0,5,4,"not_female","Roman Catholic"
439677,30,85,69,1,13,0,0,4,7,"female","Mainline Protestant"
439721,0,100,76,1,6,0,0.25,6,2,"not_female","Evangelical Protestant"
439769,15,85,53,1,13,1,0,4,4,"not_female","Other Christian"
439776,10,100,49,1,21,0,0.25,6,3,"not_female","Roman Catholic"
439806,85,0,40,1,21,1,0.25,2,7,"not_female","Mainline Protestant"
439837,100,30,80,1,3,0,0,0,7,"female","Evangelical Protestant"
439844,0,0,28,1,7,1,0,3,7,"not_female","Other Christian"
439868,0,100,57,1,11,0,0.75,6,6,"not_female","Evangelical Protestant"
439899,70,0,71,1,4,0,0.25,0,7,"female","Jewish"
439912,85,0,38,1,11,0,0,1,7,"not_female","Not religious"
439929,85,15,79,6,1,0,0.25,0,4,"female","Other Christian"
439943,85,0,36,1,9,1,0,1,7,"not_female","Not religious"
440004,70,0,21,1,4,1,0,1,7,"not_female","Other Christian"
440011,60,0,42,1,20,0,0,2,7,"female","Jewish"
440080,15,60,61,1,18,0,0.5,4,6,"not_female","Not religious"
440141,85,30,53,2,15,0,0,0,6,"not_female","Black Protestant"
440226,NA,NA,NA,3,7,1,0.5,3,7,"not_female",NA
440271,100,15,79,1,4,0,0.25,0,4,"not_female","Mainline Protestant"
440288,30,60,63,1,10,0,0,6,3,"female","Undifferentiated Protestant"
440301,65,0,37,1,17,0,0,2,7,"not_female","Not religious"
440332,15,100,64,5,10,1,1,6,3,"female","Mainline Protestant"
440370,85,0,63,2,5,1,0,1,6,"not_female","Roman Catholic"
440530,100,15,56,6,20,1,0.25,3,7,"female","Roman Catholic"
440547,40,30,40,6,NA,0,0.25,3,4,"female","Undifferentiated Protestant"
440554,0,60,56,1,11,1,0.75,5,4,"female","Mainline Protestant"
440622,85,0,77,1,NA,NA,0,0,7,"female","Not religious"
440639,0,70,26,1,8,1,0.25,6,6,"female","Not religious"
440646,40,100,80,1,6,0,0.75,6,1,"not_female","Evangelical Protestant"
440660,70,0,43,1,17,0,0.25,2,7,"female","Mainline Protestant"
440677,NA,0,28,6,5,1,0.5,3,1,"not_female","Other Christian"
440738,55,15,33,1,19,1,0,3,1,"not_female","Other Christian"
440745,15,100,67,1,19,0,1,4,2,"female","Mainline Protestant"
440769,85,0,61,2,2,1,0,0,6,"female","Evangelical Protestant"
440776,100,0,48,3,22,0,0.25,2,7,"not_female","Roman Catholic"
440783,0,85,62,1,17,0,1,6,1,"female","Roman Catholic"
440806,85,0,55,1,20,1,0,4,2,"not_female","Mainline Protestant"
440820,50,100,67,1,6,0,1,6,2,"not_female","Evangelical Protestant"
440837,0,100,36,1,1,0,0.5,1,7,"female","Evangelical Protestant"
440851,40,85,78,1,11,0,1,6,4,"female","Roman Catholic"
440981,100,0,36,1,12,0,0,0,7,"not_female","Roman Catholic"
440998,85,0,64,1,14,1,0,2,7,"not_female","Roman Catholic"
441007,0,95,45,1,18,0,0.75,4,1,"female","Roman Catholic"
441014,60,0,38,2,8,0,0,1,7,"female","Mainline Protestant"
441052,0,100,24,6,15,0,0,1,4,"not_female","Mainline Protestant"
441090,30,85,65,1,6,0,0.5,6,4,"not_female","Mainline Protestant"
441106,40,30,NA,1,22,0,0,5,7,"female","Mainline Protestant"
441144,100,0,37,1,16,0,0.5,0,4,"female","Roman Catholic"
441182,50,70,58,1,18,0,0.75,5,4,"not_female","Roman Catholic"
441236,100,0,62,1,17,0,0.25,0,6,"female","Undifferentiated Protestant"
441243,90,0,44,1,6,1,0,0,7,"not_female","Other religion"
441281,15,40,54,1,9,0,0.25,4,4,"not_female","Other Christian"
441328,85,0,42,2,10,0,0,2,5,"female","Evangelical Protestant"
441366,40,85,37,1,1,0,0.5,3,4,"female","Not religious"
441373,50,50,NA,3,1,1,0.5,1,4,"female","Roman Catholic"
441434,70,5,32,1,20,0,0.25,2,4,"not_female","Not religious"
441458,40,70,67,1,6,1,1,4,2,"not_female","Mainline Protestant"
441502,70,15,19,3,1,0,0,0,4,"female","Roman Catholic"
441540,70,15,33,3,1,0,0,2,6,"female","Roman Catholic"
441564,100,0,63,1,NA,0,0,0,4,"not_female","Evangelical Protestant"
441595,0,100,55,1,22,0,0,6,1,"not_female","Mainline Protestant"
441601,0,85,NA,NA,8,0,1,6,4,NA,"Mainline Protestant"
441625,85,15,80,1,8,0,0.75,1,4,"not_female","Roman Catholic"
441649,30,85,27,1,21,0,1,6,2,"female","Evangelical Protestant"
441656,50,40,38,3,3,0,0.5,2,4,"not_female","Other Christian"
441731,15,100,46,1,16,0,1,5,4,"female","Not religious"
441755,100,15,48,1,NA,1,0.25,0,6,"female","Mainline Protestant"
441762,60,0,60,1,22,1,0.5,5,6,"not_female","Not religious"
441779,100,0,37,5,6,1,0,0,7,"not_female","Other religion"
441830,85,0,49,2,13,1,0,0,4,"female","Evangelical Protestant"
441847,100,0,80,1,5,0,0,0,7,"not_female","Not religious"
441854,50,30,39,3,10,0,0.75,1,7,"female","Other Christian"
441861,50,0,27,2,16,0,0.5,1,4,"female","Evangelical Protestant"
441915,15,100,61,1,7,0,1,4,4,"female","Evangelical Protestant"
441922,100,0,37,2,1,0,0,0,4,"female","Undifferentiated Protestant"
441953,0,100,69,1,19,0,0.25,6,2,"not_female","Other Christian"
441960,25,20,19,4,21,0,0,4,4,"female","Roman Catholic"
441991,60,30,55,1,21,0,1,5,4,"not_female","Roman Catholic"
442024,100,15,72,1,14,0,0,0,6,"female","Roman Catholic"
442048,30,15,20,1,6,1,0.5,2,7,"female","Not religious"
442055,0,100,65,1,13,0,1,5,6,"female","Mainline Protestant"
442086,85,0,69,1,20,0,0,1,4,"female","Evangelical Protestant"
442109,85,15,79,1,14,0,0,0,4,"female","Mainline Protestant"
442130,60,0,27,1,2,0,0,1,7,"female","Not religious"
442147,100,0,53,2,6,1,0,0,7,"female","Evangelical Protestant"
442192,0,100,35,1,NA,0,1,6,2,"female","Mainline Protestant"
442222,100,0,59,3,3,1,0,0,4,"female","Roman Catholic"
442239,60,0,47,1,12,1,0.5,2,7,"female","Other religion"
442338,60,0,39,4,12,0,0,1,7,"female","Roman Catholic"
442352,35,90,64,1,15,1,0.5,6,4,"not_female","Mainline Protestant"
442390,35,80,76,1,10,0,0.75,5,2,"not_female","Evangelical Protestant"
442406,30,15,61,2,1,1,0,0,7,"not_female","Not religious"
442413,0,85,70,1,14,0,0.75,6,1,"female","Undifferentiated Protestant"
442451,NA,NA,80,1,1,NA,NA,NA,7,"not_female","Jewish"
442468,30,85,67,5,8,1,0,3,1,"not_female","Not religious"
442475,50,30,24,1,1,0,0.25,2,5,"female","Not religious"
442505,15,100,51,1,20,0,0.5,6,3,"not_female","Mainline Protestant"
442550,15,100,34,1,19,0,1,6,1,"not_female","Other Christian"
442642,100,0,43,1,8,0,0,2,7,"female","Other religion"
442659,100,85,51,2,1,0,0.5,0,1,"female","Evangelical Protestant"
442666,0,85,63,3,1,0,0.75,4,4,"not_female","Other religion"
442680,85,85,37,1,9,1,0.5,2,3,"female","Roman Catholic"
442772,85,0,75,1,4,0,0,3,4,"not_female","Mainline Protestant"
442802,40,85,71,1,5,0,0.5,6,2,"not_female","Evangelical Protestant"
442819,60,0,27,4,22,0,0,1,7,"female","Not religious"
442833,85,0,80,1,9,0,0.25,0,7,"not_female","Not religious"
442918,70,0,52,1,22,1,0,2,6,"not_female","Roman Catholic"
442970,90,0,68,1,18,0,0,2,7,"female","Roman Catholic"
442987,60,0,19,3,10,0,0.5,2,6,"not_female","Not religious"
443027,85,0,57,1,20,1,0,1,7,"not_female","Not religious"
443041,70,0,58,1,22,0,0,1,7,"not_female","Roman Catholic"
443065,70,85,40,1,12,0,0.5,3,4,"not_female","Roman Catholic"
443119,15,70,30,1,17,0,0,5,7,"not_female","Not religious"
443157,15,70,59,1,20,1,0,5,4,"not_female",NA
443171,50,40,71,1,5,0,0.25,1,7,"female","Not religious"
443249,15,70,73,1,11,1,1,6,4,"not_female","Mainline Protestant"
443287,100,2,NA,NA,6,1,0,0,4,"female","Undifferentiated Protestant"
443317,85,80,73,1,1,1,0.5,3,NA,"female","Evangelical Protestant"
443355,100,0,68,1,8,0,0,0,7,"female","Jewish"
443386,0,100,47,1,10,0,1,5,1,"not_female","Evangelical Protestant"
443409,50,50,63,1,5,0,0.5,5,4,"not_female","Evangelical Protestant"
443416,73,68,48,1,NA,0,0.5,3,4,"female","Mainline Protestant"
443461,40,100,59,3,12,0,0,5,6,"female","Roman Catholic"
443478,0,0,35,2,NA,1,0.25,3,7,NA,NA
443485,70,0,73,1,14,0,0,0,7,"not_female","Other Christian"
443492,5,95,56,1,17,0,0.5,4,3,"not_female","Roman Catholic"
443508,85,0,70,1,NA,0,0.75,0,5,"not_female","Roman Catholic"
443584,65,0,80,1,15,0,0.25,1,7,"not_female","Not religious"
443614,70,50,34,3,1,0,0.5,6,4,"not_female","Other Christian"
443621,75,10,72,1,NA,1,0,5,5,"not_female","Roman Catholic"
443676,70,40,59,1,4,0,0.25,0,6,"female","Mainline Protestant"
443683,100,0,61,1,16,0,0,0,7,"female","Evangelical Protestant"
443782,85,15,69,1,1,1,0,1,2,"not_female","Other religion"
443836,85,10,NA,4,17,1,0,2,6,"female","Other religion"
443843,100,0,74,1,1,0,0,0,7,"not_female","Not religious"
443874,0,100,50,1,NA,0,0.75,6,1,"not_female","Roman Catholic"
443935,15,15,31,1,2,1,0.25,2,7,"female","Evangelical Protestant"
443973,0,100,62,1,18,1,0.75,6,1,"female","Evangelical Protestant"
443980,70,0,60,1,20,1,0.25,2,3,"not_female","Roman Catholic"
443997,100,0,63,5,5,0,0,3,7,"female","Evangelical Protestant"
444020,85,0,56,1,10,1,0.25,0,5,"female","Roman Catholic"
444044,50,40,32,1,21,0,0,5,7,"female","Not religious"
444068,100,15,65,2,7,0,0,0,6,"female","Evangelical Protestant"
444075,15,100,59,1,8,1,1,6,1,"not_female","Evangelical Protestant"
444082,90,0,77,1,21,0,0.25,2,7,"female","Mainline Protestant"
444105,50,70,69,3,3,0,0.25,6,1,"female","Roman Catholic"
444174,15,85,26,1,8,0,0.75,5,3,"female","Undifferentiated Protestant"
444235,30,100,NA,1,18,0,1,5,4,"not_female","Roman Catholic"
444242,15,85,38,3,3,1,0.25,1,7,"female","Other Christian"
444273,85,0,30,1,11,1,0.25,0,6,"female","Evangelical Protestant"
444280,70,0,60,2,2,1,0,2,4,"female","Other Christian"
444334,100,0,36,4,4,1,0,1,5,"not_female","Not religious"
444341,0,70,68,1,2,0,0.5,5,3,"not_female","Evangelical Protestant"
444358,45,0,26,1,9,1,0,4,4,"not_female","Roman Catholic"
444396,0,100,80,1,18,0,0.5,6,2,"not_female","Not religious"
444457,95,0,32,1,21,1,0.5,0,7,"female","Not religious"
444495,85,85,NA,3,22,1,0.5,1,7,"not_female","Other Christian"
444532,85,0,80,1,8,0,0.5,0,7,"female","Other Christian"
444549,85,NA,31,6,1,0,0.5,1,7,"female","Evangelical Protestant"
